":START_ID",":END_ID",":TYPE"
"condition:fsi_up_to_5","buildingtype:commercial_user_development","APPLIES_TO"
"buildingtype:commercial_user_development","regulation:30(a)1","DEFINED_IN"
"condition:permissible_fsi_as_per_provision_of_regulation_30(a)1_table_no_12_for_commercial_user_development_on_plots_in_marked_as_cbd_or_plot_situated_in_residential_or_commercial_zone_or_independent_plot_converted_in_residential_or_commercial_zone_from_industrial_zone_after_compliance_of_regulation_14(b)_of_these_regulations_subject_to_the_condition_that_permissible_fsi_as_per_table_12_will_be_utilized_first_and_the_additional_fsi_under_this_regulation_on_payment_of_premium_subject_to_following_conditions:-","buildingtype:commercial_user_development","APPLIES_TO"
"buildingtype:commercial_development","regulation:30(a)1","DEFINED_IN"
"condition:entire_commercial_development_is_on_a_plot_situated_in_commercial_zone_independent_plot_in_residential_zone,_and_satisfies_other_related_provisions_of_these_regulations","buildingtype:commercial_development","APPLIES_TO"
"amenity:reservation_designation_existing_amenity_in_the_dp_except_affected_by_proposed_dp_roads_sanctioned_rl_under_mmc_act_and_parking_reservation","buildingtype:commercial_development","APPLIES_TO"
"buildingtype:affordable_housing","regulation:33(20)","DEFINED_IN"
"buildingtype:rehabilitation_&_resettlement","regulation:33(20)","DEFINED_IN"
"buildingtype:ah_r&r_tenements","permit:development_permission","REQUIRES"
"condition:land_for_ah_r&r_tenements_and_hand_over_the_area_of_ah_r&r_tenements_free_of_cost_to_mcgm","amenity:ah_r&r_tenements","APPLIES_TO"
"permit:occupation_certificate","regulation:g","DEFINED_IN"
"buildingtype:tenements","regulation:(c)","DEFINED_IN"
"condition:the_sizes_of_tenements_constructed_shall_be_governed_by_the_requirements_of_such_schemes","buildingtype:tenements","APPLIES_TO"
"buildingtype:municipal_market","regulation:33(21)","DEFINED_IN"
"condition:the_permissible_fsi_shall_be_as_specified_below","buildingtype:municipal_market","APPLIES_TO"
"condition:minimum_6_m_open_space_or_open_spaces_as_required_under_regulation_no_41(5)_shall_be_deemed_to_be_sufficient_subject_to_fulfilment_of_requirement_from_fire_safety_point_of_view","amenity:open_space","APPLIES_TO"
"buildingtype:municipal_markets","regulation:(c)","DEFINED_IN"
"condition:ongoing_proposals_of_redevelopment_of_municipal_markets_undertaken_by_the_developers_appointed_by_association_of_municipal_market_licensees,where_loi__annexure-ii_were_issued_and_further_permissions_were_issued_as_per_the_earlier_market_redevelopment_policy_and_for_the_proposals_issued_with_annexure_ii___loi_prior_to_dcpr_2034_coming_into_force_will_be_allowed_to_be_developed_by_the_developers_appointed_by_the_association_of_licensees","buildingtype:municipal_markets","APPLIES_TO"
"condition:each_existing_licensed_vendor_shall_be_rehabilitated_with_minimum_existing_carpet_area_certified_by_market_dept._of_mcgm._suaas_per_zonal_(basic)_fsi_or_sua_required_for_accommodation__rehabilitation_of_existing_licensed_vendors_certified_by_the_market_dept.","buildingtype:municipal_markets","APPLIES_TO"
"buildingtype:rehab_component","regulation:v(a)","DEFINED_IN"
"amenity:common_toilets","buildingtype:rehab_component","APPLIES_TO"
"amenity:common_passages","buildingtype:rehab_component","APPLIES_TO"
"condition:fsi_=1.33_or_fsi_required_for_actual_rehab","amenity:common_toilets","APPLIES_TO"
"condition:actual_area_of_the_common_toilets__amenities_provided","amenity:common_toilets","APPLIES_TO"
"condition:50%_of_actual_area_of_common_passages_provided","amenity:common_passages","APPLIES_TO"
"condition:60%_of_rehab_area","amenity:common_passages","APPLIES_TO"
"buildingtype:municipal_markets","regulation:33(7).8","DEFINED_IN"
"condition:relaxation_in_building_and_other_requirements_for_the_rehabilitation_component","buildingtype:municipal_markets","APPLIES_TO"
"buildingtype:exhibition-cum-convention_centre","regulation:33(22)","DEFINED_IN"
"buildingtype:exhibition-cum-convention_centre","regulation:2","DEFINED_IN"
"condition:development_of_exhibition-cum-convention_centre_shall_be_permissible_on_a_plot_in_residential_industrial_commercial_zone_subject_to_following_conditions","buildingtype:exhibition-cum-convention_centre","APPLIES_TO"
"condition:for_the_purpose_of_calculating_the_fsi,_the_remaining_area_after_excluding_the_land_under_the_development_plan_roads__reservation_of_public_amenities_shall_be_considered","buildingtype:exhibition-cum-convention_centre","APPLIES_TO"
"condition:in_case_of_plots_in_residential_industrial_commercial_zone,_the_floor_space_indices_specified_in_table_12_above_may_be_permitted_to_be_exceeded_up_to_4.00_f.s.i_by_charging_premium_at_the_rate_of_10%_of_the_land_rate_as_prescribed_in_annual_statement_of_ratespublished_by_revenue_authority_for_the_relevant_year_of_granting_such_f.s.1._without_applying_the_guidelines_mentioned_therein","buildingtype:exhibition-cum-convention_centre","APPLIES_TO"
"condition:minimum_area_of_5_hectares_excluding_development_plan_proposals_of_reservation_and_or_roads","amenity:plot","APPLIES_TO"
"condition:entry_gates_of_the_exhibition_-cum-convention_centre_must_abut_a_main_road__highway_having_a_minimum_width_of_18.30_mtr._with_minimum_2_each_of_ingress_and_egress_of_proper_width","amenity:exhibition-cum-convention_centre","APPLIES_TO"
"condition:the_ground_coverage_of_the_exhibition-cum-convention_centre_on_such_plot_shall_not_exceed_2__3rdof_the_gross_plot_area_excluding_development_plan_proposals_of_reservation_and__or_roads","amenity:exhibition-cum-convention_centre","APPLIES_TO"
"condition:los_and_amenity_area_shall_be_provided_on_such_plot_as_prescribed_in_regulation_27","amenity:plot","APPLIES_TO"
"buildingtype:exhibition_-cum-convention_centre_buildings__halls","regulation:undefined","DEFINED_IN"
"amenity:toilet_blocks","buildingtype:exhibition_-cum-convention_centre_buildings__halls","APPLIES_TO"
"amenity:organiser's_office","buildingtype:exhibition_-cum-convention_centre_buildings__halls","APPLIES_TO"
"amenity:protocol_lounge","buildingtype:exhibition_-cum-convention_centre_buildings__halls","APPLIES_TO"
"amenity:vip_lounge","buildingtype:exhibition_-cum-convention_centre_buildings__halls","APPLIES_TO"
"amenity:press_lounge","buildingtype:exhibition_-cum-convention_centre_buildings__halls","APPLIES_TO"
"amenity:registration_areas","buildingtype:exhibition_-cum-convention_centre_buildings__halls","APPLIES_TO"
"amenity:pre-function_areas","buildingtype:exhibition_-cum-convention_centre_buildings__halls","APPLIES_TO"
"amenity:refreshment_&_snack_centres","buildingtype:exhibition_-cum-convention_centre_buildings__halls","APPLIES_TO"
"amenity:meeting_rooms","buildingtype:exhibition_-cum-convention_centre_buildings__halls","APPLIES_TO"
"amenity:business_centre","buildingtype:exhibition_-cum-convention_centre_buildings__halls","APPLIES_TO"
"amenity:creche","buildingtype:exhibition_-cum-convention_centre_buildings__halls","APPLIES_TO"
"amenity:meditation_rooms","buildingtype:exhibition_-cum-convention_centre_buildings__halls","APPLIES_TO"
"amenity:well_ness_centre","buildingtype:exhibition_-cum-convention_centre_buildings__halls","APPLIES_TO"
"amenity:bank_&_forex_service_counters","buildingtype:exhibition_-cum-convention_centre_buildings__halls","APPLIES_TO"
"amenity:surveillance_&_security_rooms","buildingtype:exhibition_-cum-convention_centre_buildings__halls","APPLIES_TO"
"amenity:service_contractor's_office","buildingtype:exhibition_-cum-convention_centre_buildings__halls","APPLIES_TO"
"amenity:audio-visual!_sound_room","buildingtype:exhibition_-cum-convention_centre_buildings__halls","APPLIES_TO"
"amenity:green_room","buildingtype:exhibition_-cum-convention_centre_buildings__halls","APPLIES_TO"
"amenity:maintenance_workshop","buildingtype:exhibition_-cum-convention_centre_buildings__halls","APPLIES_TO"
"amenity:maintenance_staff_office","buildingtype:exhibition_-cum-convention_centre_buildings__halls","APPLIES_TO"
"amenity:strong_rooms","buildingtype:exhibition_-cum-convention_centre_buildings__halls","APPLIES_TO"
"amenity:first_aid_and_emergency_room","buildingtype:exhibition_-cum-convention_centre_buildings__halls","APPLIES_TO"
"condition:at_least_2_3_rd_shall_be_allocated_for","amenity:toilet_blocks","APPLIES_TO"
"buildingtype:support_services","regulation:undefined","DEFINED_IN"
"condition:not_exceeding_1__3_rd_of_the_total_built_up_area","amenity:undefined","APPLIES_TO"
"amenity:hotels","buildingtype:hotel","APPLIES_TO"
"condition:not_lessthan_3-star_category_hotels","amenity:hotels","APPLIES_TO"
"amenity:food_courts","buildingtype:hotel","APPLIES_TO"
"amenity:cafeteria","buildingtype:hotel","APPLIES_TO"
"amenity:fine_dining_restaurants","buildingtype:hotel","APPLIES_TO"
"amenity:restaurants_&_bar","buildingtype:hotel","APPLIES_TO"
"amenity:convenience_store","buildingtype:hotel","APPLIES_TO"
"amenity:indoor_children's_play_area","buildingtype:hotel","APPLIES_TO"
"amenity:indoor_games_area","buildingtype:hotel","APPLIES_TO"
"amenity:fitness_center","buildingtype:hotel","APPLIES_TO"
"amenity:fire_services","buildingtype:hotel","APPLIES_TO"
"amenity:health_post_for_emergency_services_with_ambulance_facility","buildingtype:hotel","APPLIES_TO"
"amenity:staff_quarters","buildingtype:hotel","APPLIES_TO"
"condition:minimum_25_tenements_per_5_ha._each_having_not_less_than_25_sq.mtr","amenity:staff_quarters","APPLIES_TO"
"amenity:space_for_police_chowky","buildingtype:building","APPLIES_TO"
"condition:minimum_100_sq._mtr.","amenity:space_for_police_chowky","APPLIES_TO"
"amenity:sewerage_treatment_system","buildingtype:building","APPLIES_TO"
"amenity:rain_water_harvesting_plant","buildingtype:building","APPLIES_TO"
"amenity:drinking_water_&_psc_blocks_for_gents_&_ladies","buildingtype:building","APPLIES_TO"
"amenity:dedicated_electric_sub-station","buildingtype:building","APPLIES_TO"
"buildingtype:hotels","regulation:33(4)","DEFINED_IN"
"buildingtype:exhibition-cum-convention_centre","regulation:4","DEFINED_IN"
"condition:fsi_computation_for_areas_shall_be_as_per_these_regulations","buildingtype:exhibition-cum-convention_centre","APPLIES_TO"
"condition:height_of_any_exhibition_hall_or_convention_hall_greater_than_4.20_meters_shall_not_be_deemed_to_have_consumed_an_additional_fsi_of_50%_of_the_relevant_floor_area","buildingtype:exhibition-cum-convention_centre","APPLIES_TO"
"condition:the_marginal_open_space_shall_be_minimum_12.00_mt._from_all_sides_of_the_plot","buildingtype:exhibition-cum-convention_centre","APPLIES_TO"
"condition:canopies_may_be_permitted_in_front_open_space,_provided_the_marginal_open_space_does_not_become_less_than_6.00_mt","buildingtype:exhibition-cum-convention_centre","APPLIES_TO"
"condition:the_size_of_each_hall_shall_not_be_less_than_4,000_sqm","buildingtype:exhibition-cum-convention_centre","APPLIES_TO"
"condition:minimum_width_of_the_hall_shall_not_be_less_than_50_m","buildingtype:exhibition-cum-convention_centre","APPLIES_TO"
"condition:the_minimum_floor_to_floor_height_of_the_exhibition_hall___convention_hall_shall_be_8.00_mt","buildingtype:exhibition-cum-convention_centre","APPLIES_TO"
"condition:it_shall_be_permissible_to_construct_the_exhibition-cum-convention_centre_buildings___halls_in_multiple_levels","buildingtype:exhibition-cum-convention_centre","APPLIES_TO"
"amenity:fire_engine","buildingtype:exhibition-cum-convention_centre","APPLIES_TO"
"amenity:ambulance","buildingtype:exhibition-cum-convention_centre","APPLIES_TO"
"condition:parking_space_for_2_cars_shall_be_provided","amenity:convention_center","APPLIES_TO"
"condition:for_every_1000_sq.mtrs_of_exhibition_area,_including_open_exhibition_area,_parking_space_for_25_cars_shall_be_provided,","amenity:exhibition_area","APPLIES_TO"
"condition:minimum_25%_of_the_total_number_of_required_parking_for_4-wheelers,_shall_be_provided","amenity:2-wheeler_vehicles","APPLIES_TO"
"amenity:taxi_stand","buildingtype:exhibition-cum-convention_centre","APPLIES_TO"
"condition:minimum_25_taxis_and_50_auto_rikshaws","amenity:taxi_stand","APPLIES_TO"
"amenity:busterminal","buildingtype:building","APPLIES_TO"
"condition:minimum_10_buses","amenity:busterminal","APPLIES_TO"
"buildingtype:street-oriented_buildings","regulation:33(23)","DEFINED_IN"
"buildingtype:residential,_commercial_and_office_buildings","regulation:33(23)","DEFINED_IN"
"buildingtype:toozone","regulation:1","DEFINED_IN"
"condition:isthe_area_within_500_m_around_the_boundary_of_the_proposed_metro_rail_station__monorail_station_as_specified_in_sub_regulation_16_of_this_regulation_as_will_be_delineated_by_the_municipal_commissioner","buildingtype:toozone","APPLIES_TO"
"condition:tod_fsi_over_and_above_the_principal_fsi","amenity:metro_station","APPLIES_TO"
"permit:occupation_certificate","regulation:33(23)","DEFINED_IN"
"condition:actual_vestibule_connecting_the_land_from_the_metro_station_is_constructed_and_opened_to_public_use","permit:occupation_certificate","APPLIES_TO"
"condition:at_least_20%_of_the_maximum_total_permissible_fsi_(excluding_fungible_fsi)_shall_be_of_a_size_not_more_than_the_maximum_tenement_size_prescribed_by_the_government_for_the_middle_income_group_(mig)_except_in_respect_of_the_projects_in_which_rehabilitation_of_existing_tenements_is_undertaken","amenity:tenement","APPLIES_TO"
"buildingtype:residential","regulation:4","DEFINED_IN"
"buildingtype:commercial","regulation:4","DEFINED_IN"
"buildingtype:mercantile_building","regulation:4","DEFINED_IN"
"buildingtype:information_technology_building","regulation:4","DEFINED_IN"
"condition:mixed_use_in_the_form_of_residential_and_commercial_may_be_permissible_on_the_residential_plot_in_tad_zone_fronting_on_the_road_width_of_12_mt._and_above_and_mix_use_on_plot___plots_in_commercial_zone_shall_be_permissible_as_per_the_provisions_of_dcpr_and_the_total_permissible_fsi_under_these_regulations_shall_be_allowed_in_accordance_with_dcpr-2034.","buildingtype:residential","APPLIES_TO"
"condition:purely_mercantile_building_&_information_technology_building_shall_be_permitted_on_independent_plot_subject_to_payment_of_premium_as_contained_in_these_regulations.","buildingtype:mercantile_building","APPLIES_TO"
"condition:parking_in_the_tod_zone_shall_be_provided_upto_50%_of_the_parking_requirement_as_per_the_relevant_provisions_of_these_regulations","amenity:parking","APPLIES_TO"
"condition:shall_be_provided_as_per_indian_road_congress_code_no._irc_103:2012_in_each_new_construction__development__redevelopment_in_the_todzone","amenity:parking_spaces_for_differently_able_persons","APPLIES_TO"
"buildingtype:car_dealer_showrooms","regulation:11","DEFINED_IN"
"condition:shall_not_be_permissible_in_too_zone","buildingtype:car_dealer_showrooms","APPLIES_TO"
"buildingtype:warehouses_storages","regulation:11","DEFINED_IN"
"condition:shall_not_be_permissible_in_too_zone","buildingtype:warehouses_storages","APPLIES_TO"
"buildingtype:auto_service_centers","regulation:11","DEFINED_IN"
"condition:shall_not_be_permissible_in_too_zone","buildingtype:auto_service_centers","APPLIES_TO"
"buildingtype:garages","regulation:11","DEFINED_IN"
"condition:shall_not_be_permissible_in_too_zone","buildingtype:garages","APPLIES_TO"
"buildingtype:independent_unit_bungalow","regulation:13","DEFINED_IN"
"condition:on_publication_of_this_notice,_bmc_with_the_help_of_mmrda,_shall_prepare_the_local_area_plans_for_tad_zones_of_each_individual_station_areas_by_carrying_out_existing_land_use_survey_within_2_months.","regulation:18","APPLIES_TO"
"condition:in_case_the_preparation_of_plans_is_delayed_beyond_2_months,_then_in_such_a_case_the_bmcshall_grant_permission_to_the_project_proponent_under_this_regulation_subject_to_clause_2.2_of_this_regulation","regulation:18","APPLIES_TO"
"amenity:amenity","buildingtype:building","APPLIES_TO"
"amenity:reservation","buildingtype:building","APPLIES_TO"
"buildingtype:tenanted_buildings","regulation:33(24)","DEFINED_IN"
"buildingtype:building_constructed_under_slum_clearance_scheme","regulation:33(24)","DEFINED_IN"
"buildingtype:tenanted_buildings","regulation:33(24)","DEFINED_IN"
"condition:already_demolished_due_to_declared_dilapidated","buildingtype:buildings_constructed_by_mhada_under_slum_clearance_scheme","APPLIES_TO"
"condition:minimum_3_fsi","buildingtype:redevelopment_undertaken_by_private_developers","APPLIES_TO"
"buildingtype:redevelopment_undertaken_by_private_developers","regulation:7","DEFINED_IN"
"condition:at_least_51%_of_the_occupants_of_at_least_5_building_adjacent_at_one_location_requested_mhada_mcgm_to_undertake_redevelopment_by_appointing_private_developer","buildingtype:building","APPLIES_TO"
"buildingtype:building","permit:redevelopment_permission","REQUIRES"
"permit:redevelopment_permission","regulation:7(a)","DEFINED_IN"
"buildingtype:building","permit:development_permission","REQUIRES"
"condition:at_least_75%occupants_shall_agree_for_the_same","amenity:redevelopment","APPLIES_TO"
"amenity:redevelopment","buildingtype:building","APPLIES_TO"
"condition:conversion_of_proposal_from_one_option_to_another_at_later_stage_alter_commencement_of_proposal","regulation:7","APPLIES_TO"
"condition:redevelopment_of_building_can_be_allowed_to_be_converted","regulation:undefined","APPLIES_TO"
"condition:combination_of_the_options_is_not_permitted","regulation:7(a)(b)(c)","APPLIES_TO"
"condition:permissible_fsi_mentioned_in_clause_7_shall_be_on_gross_plot_area","regulation:7","APPLIES_TO"
"condition:requirement_of_consents_mentioned_in_clause_2_above_is_not_required,_if_the_redevelopment_is_undertaken_by_mhada_mcgm_themselves","regulation:2","APPLIES_TO"
"condition:development_permission_shall_be_granted_only_after_submitting_agreement_to_lease_of_the_plot_to_society","permit:development_permission","APPLIES_TO"
"buildingtype:mhada_buildings","regulation:10","DEFINED_IN"
"condition:shall_be_governed_by_policy_decided_by_the_land_owning_authority_and_subject_to_terms_and_conditions_and_on_payment_of_premium,_transfer_fees_etc.","regulation:13","APPLIES_TO"
"condition:if_the_owner__society_so_desire,_they_can_avail_the_incentive_fsi_on_the_same_plot_or_can_avail_the_benefit_oftdrs_to_be_used_in_in_accordance_with_the_regulations_no._32","regulation:14","APPLIES_TO"
"condition:the_provision_of_regulation_47(1)(a)_shall_be_applicable_for_the_proposals_under_this_regulation","regulation:47","APPLIES_TO"
"buildingtype:composite_building","regulation:22","DEFINED_IN"
"condition:at_least_50_percent_of_bua_as_rehabilitation_component","buildingtype:composite_building","APPLIES_TO"
"buildingtype:buildings","regulation:24","DEFINED_IN"
"condition:declared_dangerous_by_the_respective_authorities_but_unable_to_process_the_proposal_of_redevelopment_under_any_of_the_options_available_under_clause_7(a),_7(b)_or_7(c)","buildingtype:buildings","APPLIES_TO"
"buildingtype:students_and_or_working_women_hostel","regulation:33(25)","DEFINED_IN"
"buildingtype:student_hostel","regulation:5","DEFINED_IN"
"buildingtype:working_women_hostel","regulation:5","DEFINED_IN"
"condition:in_separate_wing_s_or_on_separate_floor_s_with_separate_staircase_lift","buildingtype:student_hostel","APPLIES_TO"
"condition:in_separate_wing_s_or_on_separate_floor_s_with_separate_staircase_lift","buildingtype:working_women_hostel","APPLIES_TO"
"buildingtype:residential_building","regulation:residential_zone_(r›_zone)","DEFINED_IN"
"condition:mixed-use_zone_with_residential_use_as_the_predominant_one_and_where_other_usesasspecified_are_permitted","buildingtype:residential_building","APPLIES_TO"
"buildingtype:commercial_building","regulation:commercial_zone","DEFINED_IN"
"buildingtype:industrial_building","regulation:industrial_zone","DEFINED_IN"
"buildingtype:special_development_zone","regulation:sdz","DEFINED_IN"
"condition:predominantly_for_the_society_at_large_with_emphasis_on_affordable_!=lousing,_pos_and_necessary_social_infrastructures","buildingtype:special_development_zone","APPLIES_TO"
"condition:predominantly_encumbered_with_existing_structures_eligible_for_rehabilitation_under_slum_redevelopment_scheme","buildingtype:special_development_zone","APPLIES_TO"
"buildingtype:port","regulation:port's_operational_zone","DEFINED_IN"
"buildingtype:water_front_development","regulation:port's_water_front_development_zone","DEFINED_IN"
"buildingtype:natural_areas_izone","regulation:na","DEFINED_IN"
"condition:environmentally_sensitive_zone_amenable_to_buildable_development_with_the_approval_of_the_competent_authority","buildingtype:natural_areas_izone","APPLIES_TO"
"buildingtype:green_zone","regulation:gz","DEFINED_IN"
"condition:no_development_zone_is_a_zone_that_is_consisting_of_undeveloped_lands_where_limited_users_are_permitted_with_certain_restrictions","regulation:ndz","APPLIES_TO"
"permit:special_permission_of_commissioner","regulation:21","DEFINED_IN"
"permit:permission_of_commissioner_of_police","regulation:22","DEFINED_IN"
"permit:approval_from_traffic_police","regulation:23","DEFINED_IN"
"permit:permission_from_executive_health_officer_of_mcgm","regulation:24","DEFINED_IN"
"permit:permission_from_director_of_industries","regulation:25","DEFINED_IN"
"permit:permission_from_controller_of_explosives","regulation:26","DEFINED_IN"
"condition:denotes_non-permissible_uses_in_a_zone","regulation:np","APPLIES_TO"
"buildingtype:detached","regulation:regulation_no_33(19)","DEFINED_IN"
"buildingtype:semi-detached","regulation:regulation_no_33(19)","DEFINED_IN"
"buildingtype:multi-family_houses","regulation:regulation_no_33(19)","DEFINED_IN"
"buildingtype:hotels","regulation:4(i)","DEFINED_IN"
"amenity:branch_of_bank","buildingtype:club_houses_or_gymkhanas","APPLIES_TO"
"condition:branch_of_bank_shall_not_be_permissible","amenity:branch_of_bank","APPLIES_TO"
"buildingtype:poultry_farm","regulation:general_agriculture","DEFINED_IN"
"condition:permitted_at_the_rate_of_0","buildingtype:poultry_farm","APPLIES_TO"
"buildingtype:health_care_facilities","regulation:5(a)","DEFINED_IN"
"condition:without_indoor_bedding_facilities_for_patients","buildingtype:health_care_facilities","APPLIES_TO"
"amenity:dental,_medical_practitioners,_pathological_laboratory,_diagnostic_clinic,_eyeclinic,_veterinary_clinic_&_clinics_of_other_medical_allied_facilities","buildingtype:health_care_facilities","APPLIES_TO"
"buildingtype:non-residential_building","regulation:34(3.3)(l)(h)","DEFINED_IN"
"buildingtype:non-residential_wing","regulation:34(3.3)(l)(h)","DEFINED_IN"
"buildingtype:health_care_facilities","permit:special_permission","REQUIRES"
"amenity:indoor_bedding_facilities","buildingtype:health_care_facilities","APPLIES_TO"
"buildingtype:hospitals","regulation:6","DEFINED_IN"
"buildingtype:correctional_and_mental_institutions","regulation:6","DEFINED_IN"
"buildingtype:institutions_for_children","regulation:6","DEFINED_IN"
"buildingtype:the_aged_or_widows'_sanatoria_and_hospitals","regulation:6","DEFINED_IN"
"condition:hospital_principally_for_contagious_diseases_shall_be_located_not_less_than_36_m.","buildingtype:hospitals","APPLIES_TO"
"buildingtype:residential_building","permit:development_permission","REQUIRES"
"condition:minimum_area_40_sq._m","amenity:pre-primary_school,_montessori_school,_kindergarten_schools,_balwadis_&_coaching_classes","APPLIES_TO"
"amenity:pre-primary_school,_montessori_school,_kindergarten_schools,_balwadis_&_coaching_classes","buildingtype:residential_building","APPLIES_TO"
"buildingtype:residential_building","permit:3","REQUIRES"
"condition:condition_no_18","buildingtype:residential_building","APPLIES_TO"
"buildingtype:primary_schools","permit:1_or_2_or_3_&13","REQUIRES"
"buildingtype:primary_cum_secondary_school","permit:1_or_2_or_3_or_6_or_9_&_13","REQUIRES"
"buildingtype:composite_schools_and_colleges_with_other_activities_such_as_sports,_recreational,_cultural_and_educational_support_services","permit:3","REQUIRES"
"condition:no_nuisance_being_caused_to_the_occupants_&_as_per_condition_no_21","buildingtype:residential_building","APPLIES_TO"
"amenity:safe_deposit_vaults","buildingtype:banks","APPLIES_TO"
"condition:in_case_of_3,6_in_residential_premises_it_shall_be_subject_to_condition_no_18","buildingtype:residential_premises","APPLIES_TO"
"buildingtype:electricity_consumer__distribution_substations","regulation:10","DEFINED_IN"
"amenity:fire_station","buildingtype:residential_premises","APPLIES_TO"
"condition:in_case_of_3_in_residential_premises_it_shall_be_subject_to_condition_no_18","amenity:fire_station","APPLIES_TO"
"buildingtype:convenience_shops","regulation:13","DEFINED_IN"
"condition:in_gaonthan_&_koliwadas_areas_shall_be_permissible_on_road_width_of_9","buildingtype:convenience_shops","APPLIES_TO"
"buildingtype:shops_for_the_collection_and_distribution_of_clothes_and_other_materials_for_cleaning,_pressing_and_dyeing_establishments","regulation:15","DEFINED_IN"
"buildingtype:tailoring,_embroidery_and_button-hole_making_shops","permit:undefined","REQUIRES"
"condition:each_occupying_a_floor_area_not_more_than_200_sq._m._and_not_employing_solvents_with_a_flash_point_lower_than_59°c,_machine_with_dry-load_capacity_not_exceeding_30_kg._and_employing_not_more_than_9_persons:_provided_that_the_total_power_requirement_does_not_exceed_4_kw.","buildingtype:tailoring,_embroidery_and_button-hole_making_shops","APPLIES_TO"
"buildingtype:cleaning_and_pressing_establishments_for_clothes","permit:undefined","REQUIRES"
"condition:each_occupying_a_floor_area_not_more_than_200_sq._m._and_not_employing_solvents_with_a_flash_point_lower_than_59°c,_machine_with_dry-load_capacity_not_exceeding_30_kg._and_employing_not_more_than_9_persons:_provided_that_the_total_power_requirement_does_not_exceed_4_kw.","buildingtype:cleaning_and_pressing_establishments_for_clothes","APPLIES_TO"
"buildingtype:coffee_grinding_establishments","regulation:34","DEFINED_IN"
"condition:with_electric_motive_power_not_exceeding_0.75_kw._(0.025_kw_individual_motor_each)._in_case_of_3,_5,_6_in_residentiai_premises_it_shall_be_subject_to_condition_no_18","buildingtype:coffee_grinding_establishments","APPLIES_TO"
"buildingtype:establishments","regulation:19","DEFINED_IN"
"condition:using_power_only_for_heating_refr_igeration_or_air›_conditioning_purposes","buildingtype:establishments","APPLIES_TO"
"condition:in_case_of_3,_5,_6_in_residential_premises_it_shall_be_subject_to_condition_no_18","amenity:bulk_storage_of_kerosene_and_bottled_gas_for_domestic_consumption","APPLIES_TO"
"condition:in_gaonthan_&_koliwadas_areas_shall_be_permissible_on_road_width_of_9.0_m_&_above","buildingtype:fish_or_meat,_vegetable,_fruit,_flower,_frozen_fish,_frozen_meat_or_frozen_food_shops","APPLIES_TO"
"buildingtype:shops","regulation:22","DEFINED_IN"
"condition:in_gaonthan_&_koliwadas_areas_shall_be_permissible_on_road_width_of_9.0_m_&_above._each_employing_not_more_than_9_persons.","buildingtype:shops","APPLIES_TO"
"buildingtype:art_galleries","regulation:23","DEFINED_IN"
"buildingtype:residential_premises","regulation:24","DEFINED_IN"
"condition:each_not_occupying_a_floor_area_exceeding_50_sq.","buildingtype:residential_premises","APPLIES_TO"
"condition:in_case_of_3_in_residential_premises_it_shall_be_subject_to_condition_no_18","amenity:restaurants,_eating_houses,_cafeteria,_ice›_cream_and_milk_parlours","APPLIES_TO"
"condition:in_case_of_3,6,9_in_residential_premises_it_shall_be_subject_to_condition_no_18","amenity:restaurants,_eating_houses,_cafeteria,_ice›_cream_and_milk_parlours","APPLIES_TO"
"amenity:restaurants,_eating_houses,_cafeteria_food_courts","buildingtype:commercial_buildings","APPLIES_TO"
"condition:restaurants_cafeteria__food_courts_users_can_be_permitted_beyond_second_floor_in_case_of_multistoried_highrise_entire_commercial_and_hotel_buildings,_subject_to_availability_of_total_twa_staircases_&_compliance_of_stipulated_fire_safety_requirements_as_insisted_by_cfo","amenity:restaurants_cafeteria_food_courts","APPLIES_TO"
"buildingtype:retail_trade_and_shops_stores_or_shops_for_conduct_of_retail_business","regulation:27","DEFINED_IN"
"condition:storage_or_sale_of_combustible_materials_shall_be_permissible_subject_to_condition_no_21","buildingtype:retail_trade_and_shops_stores_or_shops_for_conduct_of_retail_business","APPLIES_TO"
"buildingtype:malls_shopping_centers__multiplex_departmental_stores_and_independent_market_building","regulation:28","DEFINED_IN"
"condition:additional_3.0_m_front_open_space_for_the_traffic_management___holding_bay_shall_be_provided.","buildingtype:malls_shopping_centers__multiplex_departmental_stores_and_independent_market_building","APPLIES_TO"
"buildingtype:building_materials","regulation:31","DEFINED_IN"
"condition:with_not_more_than_500_sqm_of_area_per_establishment","buildingtype:building_materials","APPLIES_TO"
"buildingtype:pasteurizing_and_milk_processing_plants","regulation:32","DEFINED_IN"
"condition:each_employing_not_more_than_9_persons_and_7.5_kw_motive_power_within_an_area_not_more_than_100_sqm","buildingtype:pasteurizing_and_milk_processing_plants","APPLIES_TO"
"buildingtype:repair,_cleaning_shops_and_analytical_experimental_or_testing_laboratories","regulation:33","DEFINED_IN"
"condition:each_employing_not_more_than_15_persons_(but_not_including_cleaning_and_dyeing_establishments,_using_a_cleaning_or_dyeing_fluid_having_a_flash_point_lower_than_50_degree_cand_machines_with_dry-_load_capacity_not_exceeding_30_kg","buildingtype:repair,_cleaning_shops_and_analytical_experimental_or_testing_laboratories","APPLIES_TO"
"buildingtype:paper-box_manufacturing","regulation:34","DEFINED_IN"
"buildingtype:establishments_requiring_power_for_sealing_tins,_package,_etc.","regulation:35","DEFINED_IN"
"buildingtype:ice_factories","regulation:36","DEFINED_IN"
